Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas8080        Pavarde8080                     4.32            4.80
Vardas815         Pavarde815                      4.32            4.00
Vardas8433        Pavarde8433                     4.32            4.00
Vardas8769        Pavarde8769                     4.32            4.80
Vardas88          Pavarde88                       4.32            4.40
Vardas8882        Pavarde8882                     4.32            4.40
Vardas8967        Pavarde8967                     4.32            4.40
Vardas8998        Pavarde8998                     4.32            4.40
Vardas9089        Pavarde9089                     4.32            4.40
Vardas9383        Pavarde9383                     4.32            4.00
Vardas9451        Pavarde9451                     4.32            4.80
Vardas9494        Pavarde9494                     4.32            4.40
Vardas9607        Pavarde9607                     4.32            4.80
Vardas9626        Pavarde9626                     4.32            4.40
Vardas9689        Pavarde9689                     4.32            4.00
Vardas9744        Pavarde9744                     4.32            4.80
Vardas9953        Pavarde9953                     4.32            4.00
Vardas1179        Pavarde1179                     4.36            4.60
Vardas1383        Pavarde1383                     4.36            4.20
Vardas1778        Pavarde1778                     4.36            4.20
Vardas1960        Pavarde1960                     4.36            3.80
Vardas2074        Pavarde2074                     4.36            4.20
Vardas2375        Pavarde2375                     4.36            3.80
Vardas2406        Pavarde2406                     4.36            4.20
Vardas2516        Pavarde2516                     4.36            4.60
Vardas2530        Pavarde2530                     4.36            4.60
Vardas2611        Pavarde2611                     4.36            5.00
Vardas2638        Pavarde2638                     4.36            3.80
Vardas2732        Pavarde2732                     4.36            4.60
Vardas2871        Pavarde2871                     4.36            4.60
Vardas2879        Pavarde2879                     4.36            5.00
Vardas3021        Pavarde3021                     4.36            4.60
Vardas3067        Pavarde3067                     4.36            5.00
Vardas3258        Pavarde3258                     4.36            4.20
Vardas3376        Pavarde3376                     4.36            5.40
Vardas3389        Pavarde3389                     4.36            4.60
Vardas339         Pavarde339                      4.36            4.20
Vardas3774        Pavarde3774                     4.36            5.00
Vardas4105        Pavarde4105                     4.36            5.00
Vardas4123        Pavarde4123                     4.36            4.60
Vardas4175        Pavarde4175                     4.36            4.60
Vardas4196        Pavarde4196                     4.36            4.60
Vardas4285        Pavarde4285                     4.36            3.80
Vardas4541        Pavarde4541                     4.36            4.20
Vardas456         Pavarde456                      4.36            5.40
Vardas4910        Pavarde4910                     4.36            4.60
Vardas5120        Pavarde5120                     4.36            4.60
Vardas5325        Pavarde5325                     4.36            3.80
Vardas5478        Pavarde5478                     4.36            4.20
Vardas5634        Pavarde5634                     4.36            5.80
Vardas5661        Pavarde5661                     4.36            5.00
Vardas5699        Pavarde5699                     4.36            4.20
Vardas5712        Pavarde5712                     4.36            5.40
Vardas6013        Pavarde6013                     4.36            4.20
Vardas6055        Pavarde6055                     4.36            4.20
Vardas6120        Pavarde6120                     4.36            4.60
Vardas6155        Pavarde6155                     4.36            4.60
Vardas6335        Pavarde6335                     4.36            4.60
Vardas652         Pavarde652                      4.36            4.60
Vardas6531        Pavarde6531                     4.36            4.60
Vardas6801        Pavarde6801                     4.36            4.20
Vardas6876        Pavarde6876                     4.36            4.60
Vardas6938        Pavarde6938                     4.36            4.20
Vardas7171        Pavarde7171                     4.36            4.20
Vardas7389        Pavarde7389                     4.36            4.20
Vardas7616        Pavarde7616                     4.36            5.00
Vardas7705        Pavarde7705                     4.36            4.60
Vardas7741        Pavarde7741                     4.36            3.40
Vardas7772        Pavarde7772                     4.36            4.60
Vardas8007        Pavarde8007                     4.36            5.00
Vardas8149        Pavarde8149                     4.36            5.00
Vardas8246        Pavarde8246                     4.36            3.80
Vardas8757        Pavarde8757                     4.36            4.20
Vardas8920        Pavarde8920                     4.36            4.60
Vardas8966        Pavarde8966                     4.36            5.40
Vardas8974        Pavarde8974                     4.36            4.20
Vardas928         Pavarde928                      4.36            4.20
Vardas9281        Pavarde9281                     4.36            4.60
Vardas9385        Pavarde9385                     4.36            4.20
Vardas9655        Pavarde9655                     4.36            3.80
Vardas9659        Pavarde9659                     4.36            4.60
Vardas9790        Pavarde9790                     4.36            5.40
Vardas1125        Pavarde1125                     4.40            4.80
Vardas1181        Pavarde1181                     4.40            4.40
Vardas1304        Pavarde1304                     4.40            4.40
Vardas1359        Pavarde1359                     4.40            4.80
Vardas1471        Pavarde1471                     4.40            4.80
Vardas164         Pavarde164                      4.40            4.00
Vardas1896        Pavarde1896                     4.40            4.40
Vardas1965        Pavarde1965                     4.40            4.40
Vardas2304        Pavarde2304                     4.40            4.00
Vardas2367        Pavarde2367                     4.40            4.00
Vardas2649        Pavarde2649                     4.40            4.80
Vardas2664        Pavarde2664                     4.40            4.40
Vardas2769        Pavarde2769                     4.40            3.60
Vardas3199        Pavarde3199                     4.40            4.40
Vardas3337        Pavarde3337                     4.40            4.00
Vardas334         Pavarde334                      4.40            4.40
Vardas3549        Pavarde3549                     4.40            4.00
Vardas3556        Pavarde3556                     4.40            4.80
Vardas3889        Pavarde3889                     4.40            4.00
Vardas3892        Pavarde3892                     4.40            4.80
Vardas4056        Pavarde4056                     4.40            5.20
Vardas4307        Pavarde4307                     4.40            4.40
Vardas4590        Pavarde4590                     4.40            4.40
Vardas5030        Pavarde5030                     4.40            4.40
Vardas5306        Pavarde5306                     4.40            4.80
Vardas537         Pavarde537                      4.40            4.80
Vardas559         Pavarde559                      4.40            4.80
Vardas5746        Pavarde5746                     4.40            4.00
Vardas5768        Pavarde5768                     4.40            4.80
Vardas5857        Pavarde5857                     4.40            4.80
Vardas5901        Pavarde5901                     4.40            4.80
Vardas5992        Pavarde5992                     4.40            4.00
Vardas608         Pavarde608                      4.40            4.40
Vardas6217        Pavarde6217                     4.40            4.40
Vardas6659        Pavarde6659                     4.40            4.80
Vardas6722        Pavarde6722                     4.40            4.80
Vardas6779        Pavarde6779                     4.40            5.20
Vardas6810        Pavarde6810                     4.40            4.80
Vardas7020        Pavarde7020                     4.40            4.40
Vardas7146        Pavarde7146                     4.40            4.00
Vardas7283        Pavarde7283                     4.40            4.40
Vardas7484        Pavarde7484                     4.40            4.40
Vardas7534        Pavarde7534                     4.40            3.60
Vardas7570        Pavarde7570                     4.40            4.40
Vardas7688        Pavarde7688                     4.40            4.00
Vardas7708        Pavarde7708                     4.40            4.00
Vardas7844        Pavarde7844                     4.40            4.40
Vardas7924        Pavarde7924                     4.40            4.40
Vardas8008        Pavarde8008                     4.40            4.80
Vardas8142        Pavarde8142                     4.40            3.60
Vardas8428        Pavarde8428                     4.40            4.40
Vardas8499        Pavarde8499                     4.40            4.00
Vardas8675        Pavarde8675                     4.40            4.40
Vardas8677        Pavarde8677                     4.40            4.80
Vardas8984        Pavarde8984                     4.40            4.40
Vardas9222        Pavarde9222                     4.40            4.40
Vardas9282        Pavarde9282                     4.40            4.40
Vardas9378        Pavarde9378                     4.40            4.40
Vardas9412        Pavarde9412                     4.40            3.60
Vardas9418        Pavarde9418                     4.40            5.20
Vardas9682        Pavarde9682                     4.40            4.00
Vardas969         Pavarde969                      4.40            4.40
Vardas9757        Pavarde9757                     4.40            4.80
Vardas9864        Pavarde9864                     4.40            4.40
Vardas1582        Pavarde1582                     4.44            4.20
Vardas1808        Pavarde1808                     4.44            4.20
Vardas1869        Pavarde1869                     4.44            5.40
Vardas1876        Pavarde1876                     4.44            4.60
Vardas2013        Pavarde2013                     4.44            4.60
Vardas2072        Pavarde2072                     4.44            5.00
Vardas2078        Pavarde2078                     4.44            4.60
Vardas2095        Pavarde2095                     4.44            4.60
Vardas2171        Pavarde2171                     4.44            3.80
Vardas241         Pavarde241                      4.44            5.40
Vardas2465        Pavarde2465                     4.44            5.00
Vardas2598        Pavarde2598                     4.44            4.20
Vardas265         Pavarde265                      4.44            4.20
Vardas2680        Pavarde2680                     4.44            5.00
Vardas3184        Pavarde3184                     4.44            4.60
Vardas3478        Pavarde3478                     4.44            4.20
Vardas3505        Pavarde3505                     4.44            3.80
Vardas3506        Pavarde3506                     4.44            4.60
Vardas3604        Pavarde3604                     4.44            4.20
Vardas361         Pavarde361                      4.44            4.60
Vardas367         Pavarde367                      4.44            4.60
Vardas3759        Pavarde3759                     4.44            4.20
Vardas3779        Pavarde3779                     4.44            5.40
Vardas3863        Pavarde3863                     4.44            5.00
Vardas4047        Pavarde4047                     4.44            4.60
Vardas4199        Pavarde4199                     4.44            4.60
Vardas442         Pavarde442                      4.44            4.20
Vardas4443        Pavarde4443                     4.44            4.60
Vardas4559        Pavarde4559                     4.44            5.00
Vardas4609        Pavarde4609                     4.44            4.20
Vardas4690        Pavarde4690                     4.44            4.60
Vardas4838        Pavarde4838                     4.44            4.20
Vardas4862        Pavarde4862                     4.44            4.20
Vardas4942        Pavarde4942                     4.44            4.20
Vardas4943        Pavarde4943                     4.44            5.40
Vardas5166        Pavarde5166                     4.44            4.20
Vardas5736        Pavarde5736                     4.44            4.60
Vardas5823        Pavarde5823                     4.44            4.60
Vardas590         Pavarde590                      4.44            4.20
Vardas5957        Pavarde5957                     4.44            4.60
Vardas6065        Pavarde6065                     4.44            4.20
Vardas6297        Pavarde6297                     4.44            5.00
Vardas6355        Pavarde6355                     4.44            4.60
Vardas6973        Pavarde6973                     4.44            4.60
Vardas7409        Pavarde7409                     4.44            5.00
Vardas7607        Pavarde7607                     4.44            4.20
Vardas7902        Pavarde7902                     4.44            4.20
Vardas8011        Pavarde8011                     4.44            5.00
Vardas8067        Pavarde8067                     4.44            4.60
Vardas8245        Pavarde8245                     4.44            4.20
Vardas8307        Pavarde8307                     4.44            4.60
Vardas8612        Pavarde8612                     4.44            3.80
Vardas8649        Pavarde8649                     4.44            5.00
Vardas8783        Pavarde8783                     4.44            5.40
Vardas8881        Pavarde8881                     4.44            4.60
Vardas9008        Pavarde9008                     4.44            4.60
Vardas9043        Pavarde9043                     4.44            4.20
Vardas9874        Pavarde9874                     4.44            4.60
Vardas1394        Pavarde1394                     4.44            4.60
Vardas1539        Pavarde1539                     4.44            4.60
Vardas1616        Pavarde1616                     4.44            4.20
Vardas2028        Pavarde2028                     4.44            3.80
Vardas2047        Pavarde2047                     4.44            5.00
Vardas2157        Pavarde2157                     4.44            4.20
Vardas2597        Pavarde2597                     4.44            4.20
Vardas3077        Pavarde3077                     4.44            4.20
Vardas3694        Pavarde3694                     4.44            4.60
Vardas4979        Pavarde4979                     4.44            3.80
Vardas5040        Pavarde5040                     4.44            4.20
Vardas5718        Pavarde5718                     4.44            4.60
Vardas6834        Pavarde6834                     4.44            4.20
Vardas7801        Pavarde7801                     4.44            4.20
Vardas7852        Pavarde7852                     4.44            3.80
Vardas7868        Pavarde7868                     4.44            3.80
Vardas8436        Pavarde8436                     4.44            4.60
Vardas8963        Pavarde8963                     4.44            4.60
Vardas9220        Pavarde9220                     4.44            4.20
Vardas1786        Pavarde1786                     4.48            4.40
Vardas4914        Pavarde4914                     4.48            4.80
Vardas5053        Pavarde5053                     4.48            4.40
Vardas5696        Pavarde5696                     4.48            4.00
Vardas6799        Pavarde6799                     4.48            4.80
Vardas6950        Pavarde6950                     4.48            4.80
Vardas776         Pavarde776                      4.48            4.40
Vardas781         Pavarde781                      4.48            4.40
Vardas9526        Pavarde9526                     4.48            4.40
Vardas112         Pavarde112                      4.48            4.80
Vardas1182        Pavarde1182                     4.48            4.80
Vardas1197        Pavarde1197                     4.48            4.40
Vardas1265        Pavarde1265                     4.48            5.20
Vardas1665        Pavarde1665                     4.48            4.40
Vardas1748        Pavarde1748                     4.48            5.20
Vardas1752        Pavarde1752                     4.48            4.40
Vardas1845        Pavarde1845                     4.48            4.80
Vardas1857        Pavarde1857                     4.48            4.00
Vardas2052        Pavarde2052                     4.48            4.80
Vardas2123        Pavarde2123                     4.48            4.80
Vardas2195        Pavarde2195                     4.48            3.60
Vardas2438        Pavarde2438                     4.48            5.20
Vardas2950        Pavarde2950                     4.48            4.40
Vardas3033        Pavarde3033                     4.48            4.80
Vardas3042        Pavarde3042                     4.48            4.40
Vardas3272        Pavarde3272                     4.48            4.80
Vardas3300        Pavarde3300                     4.48            4.00
Vardas3966        Pavarde3966                     4.48            4.40
Vardas4037        Pavarde4037                     4.48            4.40
Vardas4124        Pavarde4124                     4.48            4.40
Vardas4191        Pavarde4191                     4.48            4.40
Vardas4473        Pavarde4473                     4.48            4.40
Vardas4513        Pavarde4513                     4.48            4.40
Vardas4630        Pavarde4630                     4.48            4.40
Vardas470         Pavarde470                      4.48            4.00
Vardas4744        Pavarde4744                     4.48            4.40
Vardas4971        Pavarde4971                     4.48            4.40
Vardas5094        Pavarde5094                     4.48            4.40
Vardas5146        Pavarde5146                     4.48            4.40
Vardas5190        Pavarde5190                     4.48            4.00
Vardas5323        Pavarde5323                     4.48            4.40
Vardas5557        Pavarde5557                     4.48            4.80
Vardas5770        Pavarde5770                     4.48            4.40
Vardas5785        Pavarde5785                     4.48            4.40
Vardas5846        Pavarde5846                     4.48            4.80
Vardas5915        Pavarde5915                     4.48            4.00
Vardas6042        Pavarde6042                     4.48            4.40
Vardas6228        Pavarde6228                     4.48            4.40
Vardas6299        Pavarde6299                     4.48            4.80
Vardas6308        Pavarde6308                     4.48            4.80
Vardas6416        Pavarde6416                     4.48            4.80
Vardas6716        Pavarde6716                     4.48            4.40
Vardas674         Pavarde674                      4.48            4.00
Vardas7106        Pavarde7106                     4.48            4.00
Vardas7287        Pavarde7287                     4.48            4.00
Vardas7546        Pavarde7546                     4.48            4.00
Vardas7614        Pavarde7614                     4.48            3.20
Vardas7661        Pavarde7661                     4.48            4.00
Vardas7830        Pavarde7830                     4.48            4.80
Vardas8           Pavarde8                        4.48            4.40
Vardas8121        Pavarde8121                     4.48            4.40
Vardas8320        Pavarde8320                     4.48            4.80
Vardas8659        Pavarde8659                     4.48            4.80
Vardas8747        Pavarde8747                     4.48            4.80
Vardas888         Pavarde888                      4.48            4.80
Vardas9137        Pavarde9137                     4.48            4.00
Vardas9420        Pavarde9420                     4.48            4.40
Vardas9540        Pavarde9540                     4.48            4.00
Vardas9675        Pavarde9675                     4.48            4.00
Vardas9704        Pavarde9704                     4.48            4.00
Vardas1080        Pavarde1080                     4.52            4.60
Vardas147         Pavarde147                      4.52            5.00
Vardas1722        Pavarde1722                     4.52            3.80
Vardas1932        Pavarde1932                     4.52            4.20
Vardas1947        Pavarde1947                     4.52            5.80
Vardas2050        Pavarde2050                     4.52            4.20
Vardas2124        Pavarde2124                     4.52            3.80
Vardas2137        Pavarde2137                     4.52            4.20
Vardas2237        Pavarde2237                     4.52            4.20
Vardas2309        Pavarde2309                     4.52            4.20
Vardas2316        Pavarde2316                     4.52            5.00
Vardas2677        Pavarde2677                     4.52            4.20
Vardas278         Pavarde278                      4.52            5.00
Vardas2793        Pavarde2793                     4.52            4.20
Vardas2802        Pavarde2802                     4.52            3.80
Vardas2853        Pavarde2853                     4.52            4.60
Vardas292         Pavarde292                      4.52            5.40
Vardas3283        Pavarde3283                     4.52            5.40
Vardas3425        Pavarde3425                     4.52            4.60
Vardas3533        Pavarde3533                     4.52            4.20
Vardas3846        Pavarde3846                     4.52            4.20
Vardas3909        Pavarde3909                     4.52            4.60
Vardas4187        Pavarde4187                     4.52            4.20
Vardas4308        Pavarde4308                     4.52            4.20
Vardas4332        Pavarde4332                     4.52            4.60
Vardas4426        Pavarde4426                     4.52            4.20
Vardas4433        Pavarde4433                     4.52            5.00
Vardas4585        Pavarde4585                     4.52            4.60
Vardas4801        Pavarde4801                     4.52            4.20
Vardas4812        Pavarde4812                     4.52            4.60
Vardas4898        Pavarde4898                     4.52            4.20
Vardas4976        Pavarde4976                     4.52            5.00
Vardas498         Pavarde498                      4.52            5.00
Vardas5088        Pavarde5088                     4.52            4.60
Vardas5289        Pavarde5289                     4.52            4.60
Vardas602         Pavarde602                      4.52            4.20
Vardas6073        Pavarde6073                     4.52            4.60
Vardas6146        Pavarde6146                     4.52            5.00
Vardas6171        Pavarde6171                     4.52            4.60
Vardas6450        Pavarde6450                     4.52            4.60
Vardas6712        Pavarde6712                     4.52            4.20
Vardas6783        Pavarde6783                     4.52            5.00
Vardas722         Pavarde722                      4.52            4.60
Vardas7380        Pavarde7380                     4.52            5.00
Vardas7474        Pavarde7474                     4.52            5.00
Vardas7489        Pavarde7489                     4.52            5.00
Vardas7527        Pavarde7527                     4.52            4.20
Vardas7528        Pavarde7528                     4.52            3.80
Vardas78          Pavarde78                       4.52            4.60
Vardas8127        Pavarde8127                     4.52            5.00
Vardas8422        Pavarde8422                     4.52            5.40
Vardas8583        Pavarde8583                     4.52            3.80
Vardas8639        Pavarde8639                     4.52            4.20
Vardas8662        Pavarde8662                     4.52            4.60
Vardas8685        Pavarde8685                     4.52            4.60
Vardas8750        Pavarde8750                     4.52            4.20
Vardas8773        Pavarde8773                     4.52            4.60
Vardas879         Pavarde879                      4.52            4.60
Vardas8843        Pavarde8843                     4.52            5.00
Vardas8856        Pavarde8856                     4.52            4.20
Vardas9055        Pavarde9055                     4.52            5.00
Vardas9070        Pavarde9070                     4.52            5.00
Vardas9321        Pavarde9321                     4.52            4.20
Vardas9349        Pavarde9349                     4.52            5.00
Vardas938         Pavarde938                      4.52            4.20
Vardas9499        Pavarde9499                     4.52            4.60
Vardas9662        Pavarde9662                     4.52            4.20
Vardas9799        Pavarde9799                     4.52            4.20
Vardas9876        Pavarde9876                     4.52            5.00
Vardas9995        Pavarde9995                     4.52            3.80
Vardas1921        Pavarde1921                     4.52            4.60
Vardas4383        Pavarde4383                     4.56            4.80
Vardas597         Pavarde597                      4.56            4.40
Vardas853         Pavarde853                      4.56            4.40
Vardas906         Pavarde906                      4.56            4.40
Vardas1216        Pavarde1216                     4.56            4.40
Vardas1264        Pavarde1264                     4.56            4.80
Vardas1406        Pavarde1406                     4.56            5.60
Vardas1477        Pavarde1477                     4.56            4.40
Vardas1493        Pavarde1493                     4.56            4.00
Vardas1614        Pavarde1614                     4.56            4.80
Vardas1656        Pavarde1656                     4.56            4.80
Vardas1882        Pavarde1882                     4.56            4.80
Vardas2016        Pavarde2016                     4.56            5.20
Vardas2049        Pavarde2049                     4.56            5.20
Vardas2086        Pavarde2086                     4.56            4.40
Vardas2327        Pavarde2327                     4.56            4.80
Vardas2341        Pavarde2341                     4.56            4.40
Vardas2420        Pavarde2420                     4.56            4.40
Vardas2427        Pavarde2427                     4.56            4.80
Vardas2629        Pavarde2629                     4.56            4.80
Vardas2926        Pavarde2926                     4.56            4.40
Vardas3352        Pavarde3352                     4.56            4.80
Vardas337         Pavarde337                      4.56            4.40
Vardas3434        Pavarde3434                     4.56            4.80
Vardas3574        Pavarde3574                     4.56            3.60
Vardas3653        Pavarde3653                     4.56            4.80
Vardas3695        Pavarde3695                     4.56            4.80
Vardas3701        Pavarde3701                     4.56            4.40
Vardas3722        Pavarde3722                     4.56            4.80
Vardas3843        Pavarde3843                     4.56            4.80
Vardas3982        Pavarde3982                     4.56            3.60
Vardas4014        Pavarde4014                     4.56            4.00
Vardas4094        Pavarde4094                     4.56            4.00
Vardas4362        Pavarde4362                     4.56            4.00
Vardas499         Pavarde499                      4.56            4.80
Vardas5060        Pavarde5060                     4.56            4.80
Vardas5138        Pavarde5138                     4.56            4.80
Vardas5294        Pavarde5294                     4.56            4.40
Vardas5356        Pavarde5356                     4.56            4.80
Vardas5426        Pavarde5426                     4.56            5.20
Vardas5687        Pavarde5687                     4.56            4.40
Vardas6014        Pavarde6014                     4.56            4.40
Vardas6250        Pavarde6250                     4.56            4.40
Vardas6709        Pavarde6709                     4.56            4.40
Vardas7060        Pavarde7060                     4.56            4.80
Vardas7064        Pavarde7064                     4.56            4.40
Vardas7130        Pavarde7130                     4.56            4.80
Vardas7169        Pavarde7169                     4.56            4.40
Vardas7263        Pavarde7263                     4.56            5.20
Vardas7308        Pavarde7308                     4.56            4.40
Vardas7462        Pavarde7462                     4.56            4.40
Vardas7877        Pavarde7877                     4.56            4.80
Vardas7999        Pavarde7999                     4.56            4.80
Vardas8063        Pavarde8063                     4.56            4.40
Vardas8089        Pavarde8089                     4.56            5.20
Vardas8141        Pavarde8141                     4.56            4.40
Vardas8343        Pavarde8343                     4.56            4.80
Vardas8546        Pavarde8546                     4.56            4.40
Vardas8586        Pavarde8586                     4.56            4.00
Vardas8775        Pavarde8775                     4.56            4.40
Vardas8831        Pavarde8831                     4.56            5.20
Vardas8941        Pavarde8941                     4.56            4.40
Vardas9021        Pavarde9021                     4.56            4.40
Vardas9075        Pavarde9075                     4.56            4.80
Vardas9169        Pavarde9169                     4.56            4.40
Vardas9309        Pavarde9309                     4.56            4.40
Vardas9332        Pavarde9332                     4.56            4.80
Vardas9424        Pavarde9424                     4.56            4.00
Vardas948         Pavarde948                      4.56            4.80
Vardas9570        Pavarde9570                     4.56            4.40
Vardas9604        Pavarde9604                     4.56            4.40
Vardas967         Pavarde967                      4.56            4.80
Vardas973         Pavarde973                      4.56            4.80
Vardas9773        Pavarde9773                     4.56            5.20
Vardas984         Pavarde984                      4.56            5.20
Vardas1263        Pavarde1263                     4.60            4.20
Vardas1271        Pavarde1271                     4.60            5.00
Vardas1375        Pavarde1375                     4.60            4.60
Vardas1387        Pavarde1387                     4.60            4.20
Vardas1414        Pavarde1414                     4.60            4.20
Vardas1522        Pavarde1522                     4.60            3.40
Vardas1575        Pavarde1575                     4.60            4.20
Vardas1936        Pavarde1936                     4.60            4.60
Vardas1943        Pavarde1943                     4.60            5.80
Vardas195         Pavarde195                      4.60            4.60
Vardas2048        Pavarde2048                     4.60            4.20
Vardas2057        Pavarde2057                     4.60            5.00
Vardas2525        Pavarde2525                     4.60            4.60
Vardas282         Pavarde282                      4.60            4.20
Vardas2970        Pavarde2970                     4.60            4.20
Vardas3011        Pavarde3011                     4.60            5.00
Vardas3086        Pavarde3086                     4.60            4.60
Vardas3681        Pavarde3681                     4.60            4.60
Vardas3848        Pavarde3848                     4.60            4.20
Vardas3869        Pavarde3869                     4.60            5.40
Vardas4028        Pavarde4028                     4.60            4.20
Vardas4120        Pavarde4120                     4.60            4.60
Vardas4142        Pavarde4142                     4.60            4.60
Vardas4145        Pavarde4145                     4.60            3.80
Vardas433         Pavarde433                      4.60            4.60
Vardas4354        Pavarde4354                     4.60            4.20
Vardas4409        Pavarde4409                     4.60            4.60
Vardas4811        Pavarde4811                     4.60            4.60
Vardas5058        Pavarde5058                     4.60            4.60
Vardas507         Pavarde507                      4.60            4.60
Vardas5241        Pavarde5241                     4.60            4.60
Vardas5270        Pavarde5270                     4.60            4.20
Vardas5399        Pavarde5399                     4.60            4.60
Vardas5415        Pavarde5415                     4.60            4.60
Vardas5419        Pavarde5419                     4.60            5.40
Vardas5490        Pavarde5490                     4.60            5.00
Vardas5549        Pavarde5549                     4.60            5.00
Vardas5689        Pavarde5689                     4.60            4.60
Vardas5731        Pavarde5731                     4.60            4.60
Vardas5826        Pavarde5826                     4.60            4.20
Vardas5994        Pavarde5994                     4.60            4.20
Vardas6021        Pavarde6021                     4.60            4.60
Vardas6047        Pavarde6047                     4.60            4.20
Vardas6270        Pavarde6270                     4.60            4.60
Vardas633         Pavarde633                      4.60            4.20
Vardas656         Pavarde656                      4.60            4.60
Vardas6697        Pavarde6697                     4.60            4.20
Vardas6705        Pavarde6705                     4.60            4.60
Vardas6780        Pavarde6780                     4.60            4.20
Vardas6806        Pavarde6806                     4.60            4.60
Vardas6819        Pavarde6819                     4.60            4.20
Vardas6890        Pavarde6890                     4.60            5.00
Vardas7145        Pavarde7145                     4.60            4.60
Vardas7172        Pavarde7172                     4.60            4.60
Vardas7372        Pavarde7372                     4.60            5.00
Vardas7465        Pavarde7465                     4.60            4.20
Vardas7497        Pavarde7497                     4.60            5.00
Vardas7627        Pavarde7627                     4.60            4.60
Vardas7890        Pavarde7890                     4.60            5.00
Vardas8377        Pavarde8377                     4.60            4.20
Vardas8663        Pavarde8663                     4.60            4.60
Vardas8725        Pavarde8725                     4.60            4.60
Vardas8732        Pavarde8732                     4.60            4.20
Vardas9025        Pavarde9025                     4.60            5.40
Vardas9167        Pavarde9167                     4.60            4.60
Vardas939         Pavarde939                      4.60            5.00
Vardas9997        Pavarde9997                     4.60            5.00
Vardas1123        Pavarde1123                     4.64            4.40
Vardas1248        Pavarde1248                     4.64            4.40
Vardas1409        Pavarde1409                     4.64            4.80
Vardas1421        Pavarde1421                     4.64            4.40
Vardas1511        Pavarde1511                     4.64            4.00
Vardas1644        Pavarde1644                     4.64            5.20
Vardas1647        Pavarde1647                     4.64            4.80
Vardas1751        Pavarde1751                     4.64            3.60
Vardas1868        Pavarde1868                     4.64            4.80
Vardas1889        Pavarde1889                     4.64            4.80
Vardas1959        Pavarde1959                     4.64            4.00
Vardas2215        Pavarde2215                     4.64            4.40
Vardas2737        Pavarde2737                     4.64            4.80
Vardas2953        Pavarde2953                     4.64            5.20
Vardas2961        Pavarde2961                     4.64            5.20
Vardas2966        Pavarde2966                     4.64            4.40
Vardas3052        Pavarde3052                     4.64            4.80
Vardas3121        Pavarde3121                     4.64            4.80
Vardas3148        Pavarde3148                     4.64            4.80
Vardas319         Pavarde319                      4.64            4.80
Vardas3310        Pavarde3310                     4.64            4.80
Vardas3432        Pavarde3432                     4.64            4.80
Vardas3443        Pavarde3443                     4.64            4.80
Vardas345         Pavarde345                      4.64            4.80
Vardas3481        Pavarde3481                     4.64            4.40
Vardas3614        Pavarde3614                     4.64            3.60
Vardas420         Pavarde420                      4.64            4.80
Vardas4431        Pavarde4431                     4.64            4.00
Vardas4440        Pavarde4440                     4.64            4.80
Vardas4534        Pavarde4534                     4.64            4.40
Vardas4625        Pavarde4625                     4.64            4.80
Vardas4763        Pavarde4763                     4.64            4.80
Vardas4924        Pavarde4924                     4.64            4.40
Vardas4940        Pavarde4940                     4.64            4.80
Vardas4989        Pavarde4989                     4.64            4.40
Vardas5020        Pavarde5020                     4.64            4.40
Vardas5191        Pavarde5191                     4.64            4.80
Vardas530         Pavarde530                      4.64            4.80
Vardas5454        Pavarde5454                     4.64            4.80
Vardas5485        Pavarde5485                     4.64            4.00
Vardas5523        Pavarde5523                     4.64            5.60
Vardas5855        Pavarde5855                     4.64            5.20
Vardas6000        Pavarde6000                     4.64            4.40
Vardas606         Pavarde606                      4.64            4.80
Vardas6430        Pavarde6430                     4.64            4.80
Vardas6462        Pavarde6462                     4.64            4.40
Vardas6500        Pavarde6500                     4.64            4.40
Vardas6521        Pavarde6521                     4.64            4.80
Vardas657         Pavarde657                      4.64            4.80
Vardas6839        Pavarde6839                     4.64            4.40
Vardas6886        Pavarde6886                     4.64            5.20
Vardas7038        Pavarde7038                     4.64            4.40
Vardas718         Pavarde718                      4.64            5.20
Vardas7353        Pavarde7353                     4.64            4.40
Vardas771         Pavarde771                      4.64            4.40
Vardas8046        Pavarde8046                     4.64            4.80
Vardas8075        Pavarde8075                     4.64            4.80
Vardas8129        Pavarde8129                     4.64            5.20
Vardas8159        Pavarde8159                     4.64            4.40
Vardas8360        Pavarde8360                     4.64            5.20
Vardas8597        Pavarde8597                     4.64            4.40
Vardas8705        Pavarde8705                     4.64            4.40
Vardas8802        Pavarde8802                     4.64            5.20
Vardas881         Pavarde881                      4.64            4.80
Vardas8890        Pavarde8890                     4.64            4.40
Vardas9067        Pavarde9067                     4.64            4.00
Vardas9244        Pavarde9244                     4.64            4.40
Vardas9246        Pavarde9246                     4.64            4.80
Vardas9277        Pavarde9277                     4.64            4.00
Vardas9300        Pavarde9300                     4.64            4.80
Vardas9303        Pavarde9303                     4.64            5.20
Vardas9306        Pavarde9306                     4.64            4.80
Vardas9803        Pavarde9803                     4.64            4.80
Vardas9868        Pavarde9868                     4.64            4.80
Vardas1029        Pavarde1029                     4.68            4.60
Vardas113         Pavarde113                      4.68            4.20
Vardas120         Pavarde120                      4.68            4.60
Vardas1208        Pavarde1208                     4.68            4.20
Vardas1224        Pavarde1224                     4.68            4.60
Vardas1257        Pavarde1257                     4.68            4.60
Vardas1273        Pavarde1273                     4.68            4.20
