Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas2560        Pavarde2560                     7.84            8.40
Vardas266         Pavarde266                      7.84            7.60
Vardas267         Pavarde267                      7.84            6.80
Vardas2743        Pavarde2743                     7.84            8.00
Vardas2790        Pavarde2790                     7.84            7.60
Vardas3061        Pavarde3061                     7.84            8.40
Vardas3189        Pavarde3189                     7.84            7.60
Vardas3317        Pavarde3317                     7.84            7.20
Vardas340         Pavarde340                      7.84            8.00
Vardas3636        Pavarde3636                     7.84            8.00
Vardas3735        Pavarde3735                     7.84            8.00
Vardas374         Pavarde374                      7.84            7.60
Vardas3767        Pavarde3767                     7.84            7.60
Vardas381         Pavarde381                      7.84            8.40
Vardas4058        Pavarde4058                     7.84            8.00
Vardas4293        Pavarde4293                     7.84            7.60
Vardas4629        Pavarde4629                     7.84            7.20
Vardas4739        Pavarde4739                     7.84            7.20
Vardas4824        Pavarde4824                     7.84            8.40
Vardas4892        Pavarde4892                     7.84            7.60
Vardas4902        Pavarde4902                     7.84            8.80
Vardas4922        Pavarde4922                     7.84            7.60
Vardas5196        Pavarde5196                     7.84            7.20
Vardas5200        Pavarde5200                     7.84            7.60
Vardas5342        Pavarde5342                     7.84            8.00
Vardas5389        Pavarde5389                     7.84            7.60
Vardas5546        Pavarde5546                     7.84            7.60
Vardas5748        Pavarde5748                     7.84            8.00
Vardas6126        Pavarde6126                     7.84            8.00
Vardas6318        Pavarde6318                     7.84            6.80
Vardas6497        Pavarde6497                     7.84            8.80
Vardas6551        Pavarde6551                     7.84            6.80
Vardas6612        Pavarde6612                     7.84            8.00
Vardas6631        Pavarde6631                     7.84            7.60
Vardas6735        Pavarde6735                     7.84            7.60
Vardas7346        Pavarde7346                     7.84            7.60
Vardas7347        Pavarde7347                     7.84            7.60
Vardas7369        Pavarde7369                     7.84            8.00
Vardas7394        Pavarde7394                     7.84            8.00
Vardas7422        Pavarde7422                     7.84            8.00
Vardas7447        Pavarde7447                     7.84            7.20
Vardas7623        Pavarde7623                     7.84            7.20
Vardas7643        Pavarde7643                     7.84            8.00
Vardas7743        Pavarde7743                     7.84            8.40
Vardas7759        Pavarde7759                     7.84            8.00
Vardas7774        Pavarde7774                     7.84            7.20
Vardas7906        Pavarde7906                     7.84            7.20
Vardas8047        Pavarde8047                     7.84            7.60
Vardas8068        Pavarde8068                     7.84            7.60
Vardas8105        Pavarde8105                     7.84            7.20
Vardas8196        Pavarde8196                     7.84            8.40
Vardas8235        Pavarde8235                     7.84            8.40
Vardas8259        Pavarde8259                     7.84            7.60
Vardas8289        Pavarde8289                     7.84            8.00
Vardas8440        Pavarde8440                     7.84            8.00
Vardas8771        Pavarde8771                     7.84            8.00
Vardas884         Pavarde884                      7.84            7.60
Vardas8861        Pavarde8861                     7.84            8.40
Vardas8879        Pavarde8879                     7.84            7.60
Vardas8928        Pavarde8928                     7.84            7.60
Vardas8992        Pavarde8992                     7.84            8.00
Vardas9072        Pavarde9072                     7.84            7.20
Vardas9087        Pavarde9087                     7.84            7.60
Vardas9112        Pavarde9112                     7.84            7.60
Vardas9247        Pavarde9247                     7.84            7.60
Vardas9344        Pavarde9344                     7.84            7.20
Vardas9446        Pavarde9446                     7.84            7.20
Vardas9490        Pavarde9490                     7.84            7.60
Vardas956         Pavarde956                      7.84            7.20
Vardas9657        Pavarde9657                     7.84            8.00
Vardas974         Pavarde974                      7.84            7.60
Vardas9969        Pavarde9969                     7.84            8.00
Vardas1046        Pavarde1046                     7.88            7.80
Vardas1317        Pavarde1317                     7.88            8.20
Vardas153         Pavarde153                      7.88            8.20
Vardas1799        Pavarde1799                     7.88            8.60
Vardas1945        Pavarde1945                     7.88            7.80
Vardas2003        Pavarde2003                     7.88            7.80
Vardas2073        Pavarde2073                     7.88            7.80
Vardas211         Pavarde211                      7.88            8.20
Vardas2127        Pavarde2127                     7.88            8.60
Vardas2203        Pavarde2203                     7.88            7.80
Vardas2291        Pavarde2291                     7.88            8.20
Vardas2297        Pavarde2297                     7.88            7.80
Vardas2333        Pavarde2333                     7.88            8.60
Vardas2361        Pavarde2361                     7.88            7.80
Vardas239         Pavarde239                      7.88            7.40
Vardas2796        Pavarde2796                     7.88            8.60
Vardas3188        Pavarde3188                     7.88            7.40
Vardas3229        Pavarde3229                     7.88            7.80
Vardas3900        Pavarde3900                     7.88            7.80
Vardas3973        Pavarde3973                     7.88            8.20
Vardas4068        Pavarde4068                     7.88            8.20
Vardas4221        Pavarde4221                     7.88            8.20
Vardas4254        Pavarde4254                     7.88            7.00
Vardas4336        Pavarde4336                     7.88            7.80
Vardas4657        Pavarde4657                     7.88            7.80
Vardas4779        Pavarde4779                     7.88            7.40
Vardas4820        Pavarde4820                     7.88            7.40
Vardas509         Pavarde509                      7.88            8.60
Vardas5236        Pavarde5236                     7.88            8.20
Vardas5536        Pavarde5536                     7.88            8.20
Vardas5574        Pavarde5574                     7.88            8.20
Vardas5641        Pavarde5641                     7.88            9.00
Vardas5650        Pavarde5650                     7.88            8.20
Vardas5825        Pavarde5825                     7.88            8.20
Vardas5946        Pavarde5946                     7.88            7.80
Vardas6107        Pavarde6107                     7.88            7.80
Vardas6117        Pavarde6117                     7.88            8.60
Vardas6259        Pavarde6259                     7.88            7.80
Vardas6403        Pavarde6403                     7.88            7.40
Vardas6899        Pavarde6899                     7.88            7.40
Vardas7464        Pavarde7464                     7.88            8.60
Vardas7905        Pavarde7905                     7.88            7.80
Vardas8148        Pavarde8148                     7.88            8.20
Vardas8179        Pavarde8179                     7.88            7.40
Vardas8255        Pavarde8255                     7.88            8.20
Vardas841         Pavarde841                      7.88            8.60
Vardas8556        Pavarde8556                     7.88            8.20
Vardas8784        Pavarde8784                     7.88            9.00
Vardas8786        Pavarde8786                     7.88            7.80
Vardas8848        Pavarde8848                     7.88            7.80
Vardas8986        Pavarde8986                     7.88            8.20
Vardas91          Pavarde91                       7.88            8.20
Vardas915         Pavarde915                      7.88            7.80
Vardas9301        Pavarde9301                     7.88            8.20
Vardas9434        Pavarde9434                     7.88            7.80
Vardas9685        Pavarde9685                     7.88            8.20
Vardas9761        Pavarde9761                     7.88            8.60
Vardas9831        Pavarde9831                     7.88            8.60
Vardas9906        Pavarde9906                     7.88            7.40
Vardas1202        Pavarde1202                     7.92            8.00
Vardas1226        Pavarde1226                     7.92            8.00
Vardas1247        Pavarde1247                     7.92            7.60
Vardas1259        Pavarde1259                     7.92            7.60
Vardas1393        Pavarde1393                     7.92            6.80
Vardas1620        Pavarde1620                     7.92            8.00
Vardas1796        Pavarde1796                     7.92            8.00
Vardas1897        Pavarde1897                     7.92            8.00
Vardas2148        Pavarde2148                     7.92            8.00
Vardas2257        Pavarde2257                     7.92            8.00
Vardas2401        Pavarde2401                     7.92            8.00
Vardas2418        Pavarde2418                     7.92            8.00
Vardas2479        Pavarde2479                     7.92            8.00
Vardas2508        Pavarde2508                     7.92            8.40
Vardas270         Pavarde270                      7.92            8.40
Vardas2843        Pavarde2843                     7.92            8.00
Vardas2899        Pavarde2899                     7.92            7.60
Vardas3012        Pavarde3012                     7.92            8.00
Vardas3087        Pavarde3087                     7.92            7.20
Vardas3314        Pavarde3314                     7.92            7.60
Vardas3318        Pavarde3318                     7.92            7.60
Vardas3454        Pavarde3454                     7.92            8.00
Vardas3461        Pavarde3461                     7.92            8.00
Vardas3535        Pavarde3535                     7.92            8.40
Vardas3726        Pavarde3726                     7.92            7.60
Vardas393         Pavarde393                      7.92            8.00
Vardas4218        Pavarde4218                     7.92            8.40
Vardas4244        Pavarde4244                     7.92            8.00
Vardas4337        Pavarde4337                     7.92            7.20
Vardas4400        Pavarde4400                     7.92            7.60
Vardas4460        Pavarde4460                     7.92            8.40
Vardas4495        Pavarde4495                     7.92            8.00
Vardas4670        Pavarde4670                     7.92            7.60
Vardas4751        Pavarde4751                     7.92            8.40
Vardas4861        Pavarde4861                     7.92            8.40
Vardas4895        Pavarde4895                     7.92            8.00
Vardas4958        Pavarde4958                     7.92            8.40
Vardas4973        Pavarde4973                     7.92            7.60
Vardas5005        Pavarde5005                     7.92            8.00
Vardas53          Pavarde53                       7.92            8.80
Vardas5427        Pavarde5427                     7.92            8.00
Vardas5767        Pavarde5767                     7.92            7.60
Vardas6069        Pavarde6069                     7.92            8.00
Vardas6159        Pavarde6159                     7.92            7.60
Vardas6187        Pavarde6187                     7.92            8.00
Vardas6213        Pavarde6213                     7.92            7.60
Vardas6411        Pavarde6411                     7.92            8.00
Vardas6517        Pavarde6517                     7.92            8.00
Vardas6548        Pavarde6548                     7.92            8.00
Vardas6820        Pavarde6820                     7.92            8.00
Vardas721         Pavarde721                      7.92            8.40
Vardas7279        Pavarde7279                     7.92            7.60
Vardas7282        Pavarde7282                     7.92            8.00
Vardas7300        Pavarde7300                     7.92            7.60
Vardas7707        Pavarde7707                     7.92            6.80
Vardas7825        Pavarde7825                     7.92            8.00
Vardas7837        Pavarde7837                     7.92            8.40
Vardas7904        Pavarde7904                     7.92            8.00
Vardas7928        Pavarde7928                     7.92            8.00
Vardas7965        Pavarde7965                     7.92            8.00
Vardas7993        Pavarde7993                     7.92            8.00
Vardas8095        Pavarde8095                     7.92            7.60
Vardas8561        Pavarde8561                     7.92            8.80
Vardas8893        Pavarde8893                     7.92            8.40
Vardas9040        Pavarde9040                     7.92            8.00
Vardas9416        Pavarde9416                     7.92            8.00
Vardas9676        Pavarde9676                     7.92            7.60
Vardas9709        Pavarde9709                     7.92            8.00
Vardas9725        Pavarde9725                     7.92            8.40
Vardas9726        Pavarde9726                     7.92            8.40
Vardas9785        Pavarde9785                     7.92            7.60
Vardas9807        Pavarde9807                     7.92            8.40
Vardas1052        Pavarde1052                     7.96            8.60
Vardas1081        Pavarde1081                     7.96            8.60
Vardas1174        Pavarde1174                     7.96            8.60
Vardas1512        Pavarde1512                     7.96            8.20
Vardas1998        Pavarde1998                     7.96            8.60
Vardas236         Pavarde236                      7.96            8.20
Vardas2519        Pavarde2519                     7.96            8.20
Vardas2587        Pavarde2587                     7.96            8.60
Vardas3220        Pavarde3220                     7.96            8.20
Vardas3245        Pavarde3245                     7.96            8.20
Vardas3344        Pavarde3344                     7.96            7.80
Vardas3384        Pavarde3384                     7.96            8.20
Vardas3704        Pavarde3704                     7.96            7.80
Vardas3809        Pavarde3809                     7.96            8.20
Vardas3873        Pavarde3873                     7.96            7.80
Vardas4614        Pavarde4614                     7.96            7.80
Vardas4730        Pavarde4730                     7.96            8.60
Vardas4732        Pavarde4732                     7.96            7.80
Vardas4761        Pavarde4761                     7.96            8.60
Vardas4907        Pavarde4907                     7.96            7.80
Vardas4929        Pavarde4929                     7.96            8.20
Vardas5072        Pavarde5072                     7.96            8.60
Vardas5089        Pavarde5089                     7.96            8.20
Vardas5210        Pavarde5210                     7.96            9.00
Vardas5314        Pavarde5314                     7.96            7.80
Vardas5421        Pavarde5421                     7.96            8.20
Vardas5559        Pavarde5559                     7.96            7.80
Vardas5675        Pavarde5675                     7.96            8.20
Vardas620         Pavarde620                      7.96            7.80
Vardas6254        Pavarde6254                     7.96            8.20
Vardas6267        Pavarde6267                     7.96            7.80
Vardas6409        Pavarde6409                     7.96            8.20
Vardas6426        Pavarde6426                     7.96            8.60
Vardas6698        Pavarde6698                     7.96            8.20
Vardas7367        Pavarde7367                     7.96            7.80
Vardas7796        Pavarde7796                     7.96            8.20
Vardas7839        Pavarde7839                     7.96            8.60
Vardas7859        Pavarde7859                     7.96            8.20
Vardas7885        Pavarde7885                     7.96            7.80
Vardas7998        Pavarde7998                     7.96            8.20
Vardas8229        Pavarde8229                     7.96            9.00
Vardas8416        Pavarde8416                     7.96            8.60
Vardas8466        Pavarde8466                     7.96            8.20
Vardas8610        Pavarde8610                     7.96            8.60
Vardas8630        Pavarde8630                     7.96            8.20
Vardas875         Pavarde875                      7.96            7.80
Vardas883         Pavarde883                      7.96            9.00
Vardas9207        Pavarde9207                     7.96            7.80
Vardas9242        Pavarde9242                     7.96            9.00
Vardas9358        Pavarde9358                     7.96            7.80
Vardas9656        Pavarde9656                     7.96            8.20
Vardas9696        Pavarde9696                     7.96            8.20
Vardas9736        Pavarde9736                     7.96            7.80
Vardas9769        Pavarde9769                     7.96            7.40
Vardas9806        Pavarde9806                     7.96            8.20
Vardas9866        Pavarde9866                     7.96            7.80
Vardas1173        Pavarde1173                     8.00            8.00
Vardas1221        Pavarde1221                     8.00            8.00
Vardas1386        Pavarde1386                     8.00            8.00
Vardas1513        Pavarde1513                     8.00            7.60
Vardas1552        Pavarde1552                     8.00            8.00
Vardas1595        Pavarde1595                     8.00            7.20
Vardas1781        Pavarde1781                     8.00            7.60
Vardas1856        Pavarde1856                     8.00            7.60
Vardas2071        Pavarde2071                     8.00            8.00
Vardas2531        Pavarde2531                     8.00            8.40
Vardas2568        Pavarde2568                     8.00            8.40
Vardas2964        Pavarde2964                     8.00            8.40
Vardas3018        Pavarde3018                     8.00            7.60
Vardas3134        Pavarde3134                     8.00            7.60
Vardas315         Pavarde315                      8.00            7.20
Vardas3364        Pavarde3364                     8.00            7.60
Vardas3403        Pavarde3403                     8.00            8.80
Vardas3615        Pavarde3615                     8.00            7.60
Vardas3635        Pavarde3635                     8.00            8.00
Vardas3899        Pavarde3899                     8.00            7.60
Vardas3929        Pavarde3929                     8.00            7.60
Vardas3962        Pavarde3962                     8.00            8.40
Vardas4051        Pavarde4051                     8.00            7.60
Vardas4155        Pavarde4155                     8.00            8.00
Vardas4295        Pavarde4295                     8.00            8.40
Vardas4309        Pavarde4309                     8.00            8.40
Vardas4561        Pavarde4561                     8.00            8.00
Vardas4877        Pavarde4877                     8.00            8.40
Vardas4900        Pavarde4900                     8.00            8.00
Vardas511         Pavarde511                      8.00            8.00
Vardas5520        Pavarde5520                     8.00            8.00
Vardas5659        Pavarde5659                     8.00            7.60
Vardas5713        Pavarde5713                     8.00            8.00
Vardas5780        Pavarde5780                     8.00            8.00
Vardas6083        Pavarde6083                     8.00            7.60
Vardas6153        Pavarde6153                     8.00            7.20
Vardas6269        Pavarde6269                     8.00            8.00
Vardas6370        Pavarde6370                     8.00            7.60
Vardas6396        Pavarde6396                     8.00            8.00
Vardas6415        Pavarde6415                     8.00            8.00
Vardas6510        Pavarde6510                     8.00            8.00
Vardas655         Pavarde655                      8.00            8.00
Vardas6594        Pavarde6594                     8.00            8.40
Vardas6902        Pavarde6902                     8.00            8.40
Vardas691         Pavarde691                      8.00            8.00
Vardas7051        Pavarde7051                     8.00            8.00
Vardas7166        Pavarde7166                     8.00            7.60
Vardas7320        Pavarde7320                     8.00            8.00
Vardas7341        Pavarde7341                     8.00            8.40
Vardas7670        Pavarde7670                     8.00            8.00
Vardas777         Pavarde777                      8.00            7.60
Vardas7867        Pavarde7867                     8.00            7.60
Vardas8014        Pavarde8014                     8.00            8.40
Vardas8221        Pavarde8221                     8.00            8.00
Vardas8270        Pavarde8270                     8.00            8.40
Vardas8474        Pavarde8474                     8.00            8.40
Vardas8500        Pavarde8500                     8.00            7.60
Vardas8534        Pavarde8534                     8.00            7.60
Vardas8635        Pavarde8635                     8.00            7.60
Vardas9098        Pavarde9098                     8.00            8.00
Vardas9183        Pavarde9183                     8.00            7.60
Vardas9323        Pavarde9323                     8.00            6.80
Vardas9380        Pavarde9380                     8.00            7.60
Vardas9415        Pavarde9415                     8.00            6.80
Vardas9430        Pavarde9430                     8.00            8.40
Vardas9501        Pavarde9501                     8.00            8.40
Vardas9502        Pavarde9502                     8.00            8.00
Vardas9591        Pavarde9591                     8.00            8.80
Vardas9625        Pavarde9625                     8.00            8.40
Vardas9875        Pavarde9875                     8.00            8.00
Vardas9956        Pavarde9956                     8.00            8.00
Vardas1107        Pavarde1107                     8.04            8.20
Vardas1146        Pavarde1146                     8.04            9.00
Vardas1194        Pavarde1194                     8.04            8.20
Vardas1377        Pavarde1377                     8.04            8.60
Vardas1403        Pavarde1403                     8.04            8.60
Vardas1428        Pavarde1428                     8.04            8.20
Vardas1475        Pavarde1475                     8.04            8.20
Vardas1517        Pavarde1517                     8.04            8.20
Vardas1783        Pavarde1783                     8.04            8.20
Vardas2442        Pavarde2442                     8.04            8.20
Vardas2443        Pavarde2443                     8.04            8.60
Vardas2495        Pavarde2495                     8.04            8.20
Vardas2733        Pavarde2733                     8.04            8.20
Vardas2823        Pavarde2823                     8.04            7.80
Vardas31          Pavarde31                       8.04            8.20
Vardas3175        Pavarde3175                     8.04            8.20
Vardas3270        Pavarde3270                     8.04            8.20
Vardas3286        Pavarde3286                     8.04            7.80
Vardas3603        Pavarde3603                     8.04            8.20
Vardas3834        Pavarde3834                     8.04            8.20
Vardas3883        Pavarde3883                     8.04            8.60
Vardas4153        Pavarde4153                     8.04            8.20
Vardas4264        Pavarde4264                     8.04            8.20
Vardas4428        Pavarde4428                     8.04            8.20
Vardas4532        Pavarde4532                     8.04            8.20
Vardas5257        Pavarde5257                     8.04            8.20
Vardas5438        Pavarde5438                     8.04            7.80
Vardas5615        Pavarde5615                     8.04            8.20
Vardas5686        Pavarde5686                     8.04            8.60
Vardas5813        Pavarde5813                     8.04            8.20
Vardas6101        Pavarde6101                     8.04            8.60
Vardas6295        Pavarde6295                     8.04            7.80
Vardas6580        Pavarde6580                     8.04            8.60
Vardas6609        Pavarde6609                     8.04            8.60
Vardas6707        Pavarde6707                     8.04            9.00
Vardas7049        Pavarde7049                     8.04            8.20
Vardas7168        Pavarde7168                     8.04            7.80
Vardas7206        Pavarde7206                     8.04            8.20
Vardas7379        Pavarde7379                     8.04            7.80
Vardas7413        Pavarde7413                     8.04            8.20
Vardas7634        Pavarde7634                     8.04            9.00
Vardas7943        Pavarde7943                     8.04            7.80
Vardas8066        Pavarde8066                     8.04            8.60
Vardas8076        Pavarde8076                     8.04            8.60
Vardas81          Pavarde81                       8.04            8.60
Vardas82          Pavarde82                       8.04            8.60
Vardas8285        Pavarde8285                     8.04            8.20
Vardas8301        Pavarde8301                     8.04            8.20
Vardas847         Pavarde847                      8.04            8.20
Vardas893         Pavarde893                      8.04            8.20
Vardas8949        Pavarde8949                     8.04            8.20
Vardas9348        Pavarde9348                     8.04            8.60
Vardas9590        Pavarde9590                     8.04            8.60
Vardas9979        Pavarde9979                     8.04            7.40
Vardas1330        Pavarde1330                     8.08            8.00
Vardas1479        Pavarde1479                     8.08            8.00
Vardas17          Pavarde17                       8.08            8.40
Vardas2004        Pavarde2004                     8.08            8.40
Vardas2067        Pavarde2067                     8.08            8.00
Vardas2159        Pavarde2159                     8.08            8.40
Vardas2249        Pavarde2249                     8.08            8.40
Vardas2467        Pavarde2467                     8.08            7.60
Vardas2485        Pavarde2485                     8.08            7.60
Vardas2496        Pavarde2496                     8.08            7.20
Vardas2739        Pavarde2739                     8.08            8.00
Vardas2777        Pavarde2777                     8.08            8.00
Vardas2906        Pavarde2906                     8.08            6.80
Vardas3016        Pavarde3016                     8.08            8.00
Vardas3136        Pavarde3136                     8.08            8.40
Vardas3416        Pavarde3416                     8.08            8.40
Vardas3463        Pavarde3463                     8.08            8.00
Vardas3711        Pavarde3711                     8.08            7.60
Vardas3729        Pavarde3729                     8.08            8.40
Vardas3749        Pavarde3749                     8.08            8.40
Vardas3989        Pavarde3989                     8.08            7.60
Vardas4001        Pavarde4001                     8.08            8.40
Vardas4018        Pavarde4018                     8.08            7.60
Vardas4042        Pavarde4042                     8.08            8.40
Vardas4043        Pavarde4043                     8.08            7.20
Vardas4095        Pavarde4095                     8.08            7.60
Vardas4377        Pavarde4377                     8.08            8.00
Vardas4416        Pavarde4416                     8.08            8.00
Vardas444         Pavarde444                      8.08            8.80
Vardas4465        Pavarde4465                     8.08            8.40
Vardas4919        Pavarde4919                     8.08            7.60
Vardas4988        Pavarde4988                     8.08            8.00
Vardas513         Pavarde513                      8.08            8.00
Vardas5309        Pavarde5309                     8.08            7.20
Vardas5743        Pavarde5743                     8.08            8.00
Vardas5769        Pavarde5769                     8.08            8.00
Vardas5943        Pavarde5943                     8.08            8.40
Vardas6178        Pavarde6178                     8.08            8.00
Vardas6179        Pavarde6179                     8.08            7.60
Vardas6204        Pavarde6204                     8.08            8.40
Vardas6291        Pavarde6291                     8.08            7.60
Vardas6302        Pavarde6302                     8.08            8.40
Vardas6321        Pavarde6321                     8.08            7.60
Vardas6410        Pavarde6410                     8.08            8.80
Vardas6552        Pavarde6552                     8.08            8.00
Vardas6663        Pavarde6663                     8.08            7.60
Vardas6668        Pavarde6668                     8.08            6.80
Vardas6706        Pavarde6706                     8.08            7.60
Vardas6982        Pavarde6982                     8.08            8.80
Vardas7076        Pavarde7076                     8.08            8.00
Vardas7653        Pavarde7653                     8.08            8.00
Vardas7938        Pavarde7938                     8.08            8.40
Vardas8078        Pavarde8078                     8.08            7.60
Vardas8575        Pavarde8575                     8.08            8.40
Vardas8641        Pavarde8641                     8.08            7.60
Vardas8891        Pavarde8891                     8.08            7.60
Vardas9130        Pavarde9130                     8.08            8.40
Vardas9230        Pavarde9230                     8.08            7.60
Vardas9288        Pavarde9288                     8.08            8.00
Vardas9746        Pavarde9746                     8.08            8.40
Vardas9758        Pavarde9758                     8.08            7.60
Vardas9927        Pavarde9927                     8.08            8.40
Vardas1001        Pavarde1001                     8.12            8.60
Vardas1008        Pavarde1008                     8.12            8.20
Vardas1045        Pavarde1045                     8.12            8.60
Vardas1745        Pavarde1745                     8.12            8.60
Vardas1825        Pavarde1825                     8.12            8.60
Vardas1862        Pavarde1862                     8.12            8.20
Vardas2471        Pavarde2471                     8.12            8.20
Vardas2529        Pavarde2529                     8.12            8.20
Vardas2533        Pavarde2533                     8.12            7.80
Vardas3130        Pavarde3130                     8.12            8.60
Vardas3195        Pavarde3195                     8.12            9.00
Vardas3838        Pavarde3838                     8.12            8.60
Vardas3891        Pavarde3891                     8.12            8.60
Vardas3917        Pavarde3917                     8.12            8.60
Vardas3972        Pavarde3972                     8.12            7.40
Vardas4403        Pavarde4403                     8.12            8.60
Vardas5122        Pavarde5122                     8.12            8.20
Vardas5162        Pavarde5162                     8.12            8.60
Vardas528         Pavarde528                      8.12            9.00
Vardas5380        Pavarde5380                     8.12            8.20
Vardas5519        Pavarde5519                     8.12            8.60
Vardas5688        Pavarde5688                     8.12            8.20
Vardas5941        Pavarde5941                     8.12            8.20
Vardas6020        Pavarde6020                     8.12            8.60
Vardas6029        Pavarde6029                     8.12            8.60
Vardas6768        Pavarde6768                     8.12            8.60
Vardas703         Pavarde703                      8.12            7.40
Vardas7540        Pavarde7540                     8.12            8.60
Vardas7798        Pavarde7798                     8.12            8.60
Vardas806         Pavarde806                      8.12            8.20
Vardas9019        Pavarde9019                     8.12            8.20
Vardas9094        Pavarde9094                     8.12            8.20
Vardas9428        Pavarde9428                     8.12            8.20
Vardas9478        Pavarde9478                     8.12            8.60
Vardas9637        Pavarde9637                     8.12            9.00
Vardas9663        Pavarde9663                     8.12            8.60
Vardas9693        Pavarde9693                     8.12            8.60
Vardas9742        Pavarde9742                     8.12            9.00
Vardas990         Pavarde990                      8.12            8.20
Vardas1219        Pavarde1219                     8.16            8.00
Vardas1234        Pavarde1234                     8.16            8.00
Vardas1395        Pavarde1395                     8.16            8.40
Vardas1872        Pavarde1872                     8.16            7.60
Vardas2036        Pavarde2036                     8.16            8.00
Vardas2451        Pavarde2451                     8.16            8.40
Vardas250         Pavarde250                      8.16            7.60
Vardas2539        Pavarde2539                     8.16            8.40
Vardas254         Pavarde254                      8.16            8.40
Vardas2662        Pavarde2662                     8.16            8.00
Vardas2701        Pavarde2701                     8.16            8.40
Vardas2846        Pavarde2846                     8.16            8.00
Vardas2882        Pavarde2882                     8.16            9.20
Vardas2944        Pavarde2944                     8.16            8.00
Vardas2990        Pavarde2990                     8.16            8.00
Vardas3159        Pavarde3159                     8.16            8.80
Vardas318         Pavarde318                      8.16            8.00
Vardas3475        Pavarde3475                     8.16            8.40
Vardas3718        Pavarde3718                     8.16            8.40
Vardas3845        Pavarde3845                     8.16            8.00
Vardas3852        Pavarde3852                     8.16            8.00
Vardas3970        Pavarde3970                     8.16            7.60
Vardas419         Pavarde419                      8.16            7.60
Vardas4273        Pavarde4273                     8.16            8.80
Vardas4281        Pavarde4281                     8.16            7.60
Vardas4364        Pavarde4364                     8.16            8.40
Vardas4520        Pavarde4520                     8.16            8.00
Vardas4660        Pavarde4660                     8.16            8.40
Vardas50          Pavarde50                       8.16            8.00
Vardas5110        Pavarde5110                     8.16            8.00
Vardas538         Pavarde538                      8.16            7.60
Vardas5412        Pavarde5412                     8.16            7.60
Vardas5879        Pavarde5879                     8.16            8.40
Vardas6048        Pavarde6048                     8.16            8.00
Vardas6140        Pavarde6140                     8.16            7.60
Vardas6168        Pavarde6168                     8.16            8.80
Vardas6175        Pavarde6175                     8.16            8.00
Vardas6232        Pavarde6232                     8.16            8.00
Vardas6489        Pavarde6489                     8.16            8.00
Vardas685         Pavarde685                      8.16            8.40
Vardas7116        Pavarde7116                     8.16            7.20
Vardas7222        Pavarde7222                     8.16            9.20
Vardas7530        Pavarde7530                     8.16            8.40
Vardas7571        Pavarde7571                     8.16            8.00
Vardas7619        Pavarde7619                     8.16            8.00
Vardas7765        Pavarde7765                     8.16            7.60
Vardas7916        Pavarde7916                     8.16            8.00
Vardas7981        Pavarde7981                     8.16            8.00
Vardas8695        Pavarde8695                     8.16            8.00
Vardas8940        Pavarde8940                     8.16            8.40
Vardas901         Pavarde901                      8.16            8.80
Vardas9058        Pavarde9058                     8.16            8.00
Vardas936         Pavarde936                      8.16            8.00
Vardas9425        Pavarde9425                     8.16            7.60
Vardas9538        Pavarde9538                     8.16            8.00
Vardas9703        Pavarde9703                     8.16            8.00
Vardas9713        Pavarde9713                     8.16            8.80
Vardas9798        Pavarde9798                     8.16            8.00
Vardas1608        Pavarde1608                     8.20            8.60
Vardas1703        Pavarde1703                     8.20            8.60
Vardas1849        Pavarde1849                     8.20            8.60
Vardas2717        Pavarde2717                     8.20            8.20
Vardas2724        Pavarde2724                     8.20            8.60
Vardas2933        Pavarde2933                     8.20            8.20
Vardas3165        Pavarde3165                     8.20            8.60
Vardas3483        Pavarde3483                     8.20            8.60
Vardas3850        Pavarde3850                     8.20            8.20
Vardas3913        Pavarde3913                     8.20            8.60
Vardas4002        Pavarde4002                     8.20            7.80
Vardas4055        Pavarde4055                     8.20            9.00
Vardas4176        Pavarde4176                     8.20            8.20
Vardas4188        Pavarde4188                     8.20            9.00
Vardas4523        Pavarde4523                     8.20            8.20
Vardas4821        Pavarde4821                     8.20            9.00
Vardas4866        Pavarde4866                     8.20            8.20
Vardas5           Pavarde5                        8.20            8.20
Vardas5216        Pavarde5216                     8.20            8.20
Vardas5221        Pavarde5221                     8.20            9.00
Vardas5368        Pavarde5368                     8.20            7.80
Vardas5765        Pavarde5765                     8.20            8.60
Vardas5779        Pavarde5779                     8.20            8.60
Vardas6192        Pavarde6192                     8.20            8.20
Vardas6395        Pavarde6395                     8.20            8.60
Vardas640         Pavarde640                      8.20            8.60
Vardas648         Pavarde648                      8.20            8.60
Vardas6699        Pavarde6699                     8.20            8.60
Vardas6945        Pavarde6945                     8.20            8.20
Vardas7133        Pavarde7133                     8.20            8.20
Vardas720         Pavarde720                      8.20            8.20
Vardas7520        Pavarde7520                     8.20            8.60
Vardas7568        Pavarde7568                     8.20            8.60
Vardas7603        Pavarde7603                     8.20            9.00
Vardas8385        Pavarde8385                     8.20            8.60
Vardas9180        Pavarde9180                     8.20            8.60
Vardas9226        Pavarde9226                     8.20            8.60
Vardas1098        Pavarde1098                     8.24            8.40
Vardas1342        Pavarde1342                     8.24            8.40
Vardas1396        Pavarde1396                     8.24            8.00
Vardas1419        Pavarde1419                     8.24            8.40
Vardas1422        Pavarde1422                     8.24            8.40
Vardas1664        Pavarde1664                     8.24            8.40
